证券代码,企业名称,会计区间,速动比率 x1,利息保障倍数 x2,权益乘数 x3,固定资产周转率 x4,总资产周转率 x5,长期资本收益率 x6,营业利润率 x7,净利润现金含量 x8,总资产增长率 x9,FAIL
603121,上海华培动力科技股份有限公司,43100,2.3429,69.2874,1.2319,2.643039326,0.7428549,0.463199734,24.555,0.663779499,28.1706,0
603158,常州腾龙汽车零部件股份有限公司,41274,1.0984,9.8532,1.8037,4.285423869,1.008493723,0.584516983,17.1302,1.389842857,8.341,0
603158,常州腾龙汽车零部件股份有限公司,41639,1.2558,19.3367,1.7266,4.852280791,0.903957658,0.618411268,19.2649,0.630750507,29.0385,0
603158,常州腾龙汽车零部件股份有限公司,42004,1.3018,29.6978,1.6285,5.352493426,0.950466152,0.704648928,20.2599,1.244234327,17.148,0
603158,常州腾龙汽车零部件股份有限公司,43100,1.6297,61.7254,1.4496,2.683374247,0.593469357,0.259576255,18.192,1.066834049,22.9636,0
603158,常州腾龙汽车零部件股份有限公司,43465,1.593,17.8784,1.5133,2.213660011,0.630992601,0.229282184,14.5806,1.027482506,5.9509,0
603161,科华控股股份有限公司,41639,0.6849,3.8689,3.0095,1.651884035,0.655615392,0.213894313,10.5003,0.809859985,34.2467,0
603161,科华控股股份有限公司,42004,0.5526,6.1436,3.0099,1.918065037,0.702826305,0.241956363,13.7931,0.452684571,28.2539,0
603161,科华控股股份有限公司,42369,1.0134,10.5248,2.0428,2.076790397,0.650444024,0.234066772,15.0888,0.204188247,33.4185,0
603161,科华控股股份有限公司,42735,0.8658,10.0427,2.4327,1.535503757,0.533936815,0.175804986,15.7251,0.506877218,45.1885,0
603161,科华控股股份有限公司,43100,0.8622,6.09,3.1927,1.32909866,0.436606504,0.130703649,12.9524,0.003851723,52.5957,0
603161,科华控股股份有限公司,43465,0.9987,5.0643,2.6508,1.249085231,0.416508907,0.090446167,8.7871,0.002193354,57.3342,0
603166,桂林福达股份有限公司,40543,0.8282,4.8336,5.2124,3.210706525,0.679786739,0.275193356,11.9591,1.297932751,36.6333,0
603166,桂林福达股份有限公司,40908,0.6883,5.0479,4.7727,1.489925371,0.553141786,0.180231308,12.7398,-0.618942996,29.4461,0
603166,桂林福达股份有限公司,41274,0.5811,3.9266,4.1738,0.990008803,0.401457052,0.127733774,10.7953,0.810893825,8.7394,0
603166,桂林福达股份有限公司,41639,0.5543,3.5127,3.9379,0.964400653,0.447334989,0.135300515,11.5153,1.940003652,-0.1787,0
603166,桂林福达股份有限公司,42004,0.5658,2.519,2.8726,0.864846156,0.409314966,0.115723323,8.13,1.362869075,6.8333,0
603166,桂林福达股份有限公司,42369,1.1778,1.8821,1.7705,0.619138358,0.26033424,0.062104675,1.5659,3.26149379,22.111,0
603166,桂林福达股份有限公司,42735,1.1883,5.1529,1.6948,0.64019345,0.288968292,0.077116898,7.7038,2.440224426,-1.1263,0
603166,桂林福达股份有限公司,43100,1.0702,7.1476,1.4988,0.860126017,0.421909326,0.088781355,10.8348,0.062999817,-10.8212,0
603166,桂林福达股份有限公司,43465,0.9172,5.0558,1.5216,0.949170399,0.43833778,0.074619853,8.3662,2.802296772,1.3969,0
603178,宁波圣龙汽车动力系统股份有限公司,41639,0.4381,3.9338,3.2874,3.352987338,0.982270987,0.164221892,6.8051,1.238714402,24.8126,0
603178,宁波圣龙汽车动力系统股份有限公司,42004,0.6109,5.1274,3.4124,3.440426801,0.964761807,0.171990444,7.8892,1.699007603,34.9858,0
603178,宁波圣龙汽车动力系统股份有限公司,42369,0.8031,4.5866,3.3903,2.590212821,0.911104178,0.144658271,7.0321,1.190065746,27.2282,0
603178,宁波圣龙汽车动力系统股份有限公司,42735,0.6478,5.4356,3.4682,2.268053717,0.824334454,0.12736133,7.0311,1.610961458,24.1591,0
603178,宁波圣龙汽车动力系统股份有限公司,43100,0.8248,7.7801,2.4311,2.411412465,0.748320241,0.144915756,8.5657,1.300434167,35.4283,0
603178,宁波圣龙汽车动力系统股份有限公司,43465,0.4944,2.5186,2.3617,1.899958667,0.625267311,0.056823004,3.4721,5.928521305,-0.435,0
603179,江苏新泉汽车饰件股份有限公司,41639,0.5724,3.8035,2.5619,2.240919987,0.691749441,0.165929779,7.7477,0.457469839,13.679,0
603179,江苏新泉汽车饰件股份有限公司,42004,0.5995,4.3037,2.6738,2.504602964,0.671097741,0.173071046,7.2787,1.220734851,17.0027,0
603179,江苏新泉汽车饰件股份有限公司,42369,0.5858,5.1999,2.6532,2.425139473,0.699034071,0.158807188,7.8167,1.596312341,9.7434,0
603179,江苏新泉汽车饰件股份有限公司,42735,0.6139,10.633,3.3644,4.263019481,0.855966203,0.236346728,8.0712,0.958012071,54.8788,0
603179,江苏新泉汽车饰件股份有限公司,43100,0.911,76.2184,2.3257,5.519954835,0.980884279,0.315705677,10.102,0.112183965,56.0321,0
603179,江苏新泉汽车饰件股份有限公司,43465,1.0785,18.8711,2.4235,4.278985048,0.871215298,0.270127695,9.5949,1.742246816,25.3213,0
603179,上海保隆汽车科技股份有限公司,40543,0.8731,8.9126,1.9162,7.473537818,1.349982067,0.639640305,12.0515,1.00367768,29.3317,0
603197,上海保隆汽车科技股份有限公司,41639,0.8444,3.7809,2.285,3.823324869,1.013251994,0.243155763,6.6751,0.762406144,18.0119,0
603197,上海保隆汽车科技股份有限公司,42004,0.6998,9.0198,2.229,4.326750284,1.07208001,0.343903516,8.5354,0.759396985,9.1183,0
603197,上海保隆汽车科技股份有限公司,42369,1.1986,11.1292,2.3227,3.930413643,0.998604425,0.351843324,10.6452,1.051077681,21.4259,0
603197,上海保隆汽车科技股份有限公司,42735,0.8809,18.2124,2.2311,4.200263631,1.03834697,0.459523614,13.5514,0.985426409,16.3507,0
603197,上海保隆汽车科技股份有限公司,43100,1.7146,17.5713,1.6621,4.354295451,0.861113392,0.497220822,15.8296,0.955116352,49.4625,0
603197,上海保隆汽车科技股份有限公司,43465,1.1803,12.8889,3.0508,3.559422919,0.741012733,0.286605383,11.345,1.607843977,28.7213,0
603239,浙江仙通橡塑股份有限公司,41274,1.1213,10.8429,1.8508,6.107036827,0.776247833,0.291307731,13.2031,1.32303216,25.237,0
603239,浙江仙通橡塑股份有限公司,41639,0.9443,12.8349,2.0071,2.77475365,0.711959067,0.259494553,14.7822,0.435463966,19.518,0
603239,浙江仙通橡塑股份有限公司,42004,0.9671,10.9121,1.6102,1.695186815,0.722816771,0.309189548,19.0267,2.148894364,-8.1046,0
603239,浙江仙通橡塑股份有限公司,42369,1.0283,17.4332,1.7124,2.149918194,0.775382285,0.456160788,23.0391,0.810557303,31.2976,0
603239,浙江仙通橡塑股份有限公司,42735,3.2577,27.18,1.2626,2.601496285,0.528872237,0.676482019,28.8887,0.707054835,102.6733,0
603286,江苏日盈电子股份有限公司,41639,0.9045,7.0969,1.802,1.813238843,0.674453625,0.303970925,18.9624,0.695079,44.2135,0
603286,江苏日盈电子股份有限公司,42004,0.8847,20.7992,1.5665,1.938610061,0.724327696,0.267850066,20.7886,1.510000195,8.6943,0
603286,江苏日盈电子股份有限公司,42369,0.7539,18.2319,1.5765,1.758065329,0.692769719,0.162109491,12.0506,1.332179193,-7.9601,0
603286,江苏日盈电子股份有限公司,42735,0.75,13.1993,1.6254,1.376337107,0.683953302,0.157469646,12.3627,0.650472071,17.8783,0
603286,江苏日盈电子股份有限公司,43100,1.7236,15.2992,1.3478,1.547862692,0.557015326,0.154363513,11.0595,1.001792433,41.563,0
603286,江苏日盈电子股份有限公司,43465,1.2807,19.3504,1.4538,1.600807564,0.563476308,0.083836714,6.9799,1.624725323,10.8504,0
603306,华懋(厦门)新材料科技股份有限公司,41274,1.4836,53.4629,1.4571,1.657389304,0.648159525,0.314245251,22.596,1.19599061,21.2964,0
603306,华懋(厦门)新材料科技股份有限公司,41639,1.5121,84.4824,1.4658,1.954044936,0.670390306,0.380840602,26.0641,0.950258109,29.0783,0
603319,湖南机油泵股份有限公司,41274,0.8244,2.0946,2.2391,1.887583073,0.612878501,0.142939699,5.1068,3.12848752,-5.2076,0
603319,湖南机油泵股份有限公司,41639,0.954,3.9155,2.2407,2.373171506,0.680090805,0.251075489,10.2018,1.828192048,14.7182,0
603319,湖南机油泵股份有限公司,42004,0.8789,4.2176,2.2055,2.240046691,0.644972524,0.223504628,10.458,1.379384659,10.3404,0
603319,湖南机油泵股份有限公司,42369,0.8564,4.5298,2.1633,1.756305517,0.594269848,0.155570054,9.278,2.01877256,6.7044,0
603319,湖南机油泵股份有限公司,42735,1.4322,6.0405,1.6033,1.830622617,0.581412344,0.198203954,11.3145,1.481201174,22.5385,0
603319,湖南机油泵股份有限公司,43100,1.085,12.8709,1.6001,2.051264779,0.730305339,0.268413891,15.989,0.414536922,16.2157,0
603319,湖南机油泵股份有限公司,43465,1.1642,9.3008,1.7992,2.062878293,0.669389877,0.180811042,12.2495,1.451625903,19.5312,0
603335,广东迪生力汽配股份有限公司,41639,0.2943,2.0788,2.1954,4.242873266,0.799822922,0.124544538,2.3298,0.966768733,26.4246,0
603335,广东迪生力汽配股份有限公司,42004,0.39,5.824,2.5071,6.948763218,1.050123484,0.223477923,5.5557,2.223078273,16.4698,0
603335,广东迪生力汽配股份有限公司,42369,0.3191,6.8426,1.8734,5.994347398,1.207564762,0.215542901,6.3263,1.529488587,-13.9255,0
603335,广东迪生力汽配股份有限公司,42735,0.2562,8.6606,1.783,6.220928794,1.044527003,0.212954374,7.7669,0.372813421,13.2502,0
603335,广东迪生力汽配股份有限公司,43100,1.0162,8.2249,1.4738,6.652670891,0.885011613,0.331234195,5.7305,3.626383836,27.691,0
603335,广东迪生力汽配股份有限公司,43465,1.0874,4.389,1.3322,7.445177915,0.994931527,0.058908456,2.3474,3.873493927,-9.3629,0
603358,华达汽车科技股份有限公司,41274,0.7356,14.3513,1.9118,10.36904073,1.39322243,0.57914594,8.8161,1.026136807,30.2952,0
603358,华达汽车科技股份有限公司,41639,0.6766,34.4126,2.2021,8.354895236,1.402236109,0.549388177,11.2206,1.843609835,34.8102,0
603358,华达汽车科技股份有限公司,42004,0.5741,45.0155,2.2504,4.838547567,1.189171697,0.401497059,11.5266,0.551813505,27.2248,0
603358,华达汽车科技股份有限公司,42369,0.677,45.459,2.0504,4.129918484,1.122912693,0.369115117,12.3232,0.957860521,12.7233,0
603358,华达汽车科技股份有限公司,42735,0.671,104.6003,1.9877,3.39691494,1.088003912,0.353831872,12.3902,1.06978214,18.6895,0
603586,山东金麒麟股份有限公司,41639,1.0314,4.3489,2.8033,2.416635553,0.569210477,0.293160998,15.3798,1.689436792,29.0501,0
603586,山东金麒麟股份有限公司,42004,0.6769,5.175,2.5461,1.478286315,0.591662841,0.241980293,13.5781,1.414034992,5.5747,0
603586,山东金麒麟股份有限公司,42369,1.0996,6.5887,2.0587,1.612159611,0.654757776,0.2434505,15.8531,2.113010467,-4.1847,0
603586,山东金麒麟股份有限公司,42735,0.9938,11.9729,1.8081,1.944467135,0.719327225,0.292669856,18.2322,1.266562275,4.7134,0
603586,山东金麒麟股份有限公司,43100,3.2949,24.316,1.3299,2.177461582,0.532597209,0.26595804,13.9015,1.442490239,56.9539,0
603586,山东金麒麟股份有限公司,43465,2.3928,19.952,1.3371,2.034158561,0.488166793,0.105236734,8.4176,1.201261128,1.8097,0
603596,芜湖伯特利汽车安全系统股份有限公司,42004,0.9564,64.0739,3.0006,4.482235331,0.803197448,0.244317845,7.6277,0.12456785,70.3971,0
603596,芜湖伯特利汽车安全系统股份有限公司,42369,1.0084,41.0689,2.7589,5.40108751,1.028336467,0.540571873,13.2171,0.552904231,43.607,0
603596,芜湖伯特利汽车安全系统股份有限公司,42735,1.2075,62.3724,2.4654,4.960772894,0.98496211,0.660535788,16.3436,0.463566457,57.0274,0
603596,芜湖伯特利汽车安全系统股份有限公司,43100,1.2956,52.6672,2.2684,4.818696863,0.875771126,0.524427886,15.7296,0.188846714,22.9841,0
603596,芜湖伯特利汽车安全系统股份有限公司,43465,1.8527,36.6049,1.7375,4.038922146,0.72460488,0.432652483,13.4104,1.222874111,30.0196,0
603730,上海岱美汽车内饰件股份有限公司,41274,0.8045,7.9863,1.9425,4.286219855,1.023483776,0.433750328,12.9424,1.072773778,6.3699,0
603730,上海岱美汽车内饰件股份有限公司,41639,0.9261,8.5064,1.9624,5.165588161,1.042551455,0.499361127,14.3273,1.174487711,19.6992,0
603730,上海岱美汽车内饰件股份有限公司,42004,0.8789,16.0108,1.9424,6.03561361,1.069429855,0.487859577,13.9386,0.959850351,13.6382,0
603730,上海岱美汽车内饰件股份有限公司,42369,1.1911,18.2292,1.8328,4.662934093,1.038563499,0.517298869,16.6248,1.099594262,19.9057,0
603730,上海岱美汽车内饰件股份有限公司,42735,1.3438,29.2622,1.7009,5.105616416,1.069860038,0.605656574,19.243,0.725990968,14.5633,0
603730,上海岱美汽车内饰件股份有限公司,43100,3.9298,66.0496,1.2317,5.695365062,0.852039478,0.775583005,20.8783,0.697647814,48.6121,0
603730,上海岱美汽车内饰件股份有限公司,43465,1.3372,35.3785,1.547,4.659693331,0.831529431,0.282003813,14.176,1.292864624,34.8575,0
603758,重庆秦安机电股份有限公司,41639,0.6739,10.1543,1.8003,1.582275366,0.687249007,0.293367469,21.0768,1.641860045,14.1782,0
603758,重庆秦安机电股份有限公司,42004,0.5178,10.7904,1.8834,1.597361947,0.55708564,0.242687323,23.5708,0.777837517,32.9612,0
603758,重庆秦安机电股份有限公司,42369,0.7443,18.9258,1.5815,1.444054451,0.516754323,0.214171913,24.4568,0.898417424,22.5833,0
603758,重庆秦安机电股份有限公司,42735,0.9131,22.2936,1.4328,1.206747375,0.505862667,0.189516386,21.162,1.535949982,4.3099,0
603758,重庆秦安机电股份有限公司,43100,5.0669,429.5804,1.0799,1.25054112,0.46015553,0.168983608,17.9532,2.546066585,11.9533,0
603767,浙江中马传动股份有限公司,40543,1.004,14.3553,2.0818,2.244506701,0.818884659,0.396093074,20.3864,0.596446929,20.7479,0
603767,浙江中马传动股份有限公司,40908,0.9792,10.6877,2.3079,1.946347278,0.664512311,0.316048916,16.5029,-0.535440651,42.0664,0
603767,浙江中马传动股份有限公司,41274,0.7953,6.6203,2.2529,2.043925421,0.748875713,0.279920199,13.5797,1.515844029,23.97,0
603767,浙江中马传动股份有限公司,41639,0.8666,10.553,1.831,2.148532234,0.829734492,0.324399128,14.9631,1.705859995,18.7616,0
603767,浙江中马传动股份有限公司,42004,0.8573,13.8511,1.8522,2.719287599,1.04709904,0.471093998,18.5315,1.088206241,-12.4088,0
603767,浙江中马传动股份有限公司,42369,0.9239,9.7404,1.5102,1.640040379,0.772940681,0.187745347,12.583,1.810414567,17.1013,0
603767,浙江中马传动股份有限公司,42735,1.3123,19.7185,1.433,1.599899146,0.688048541,0.199383832,14.7243,1.615284447,1.8291,0
603767,浙江中马传动股份有限公司,43100,2.9588,74.8352,1.2567,1.650954028,0.493090237,0.133296181,10.259,2.238648784,49.3803,0
603768,合肥常青机械股份有限公司,41639,0.5674,4.7059,2.6235,3.092290321,1.10940297,0.302993187,10.5378,-0.326045471,34.269,0
603768,合肥常青机械股份有限公司,42004,0.4101,3.5124,2.1975,2.324360488,1.212516847,0.209730031,7.5358,2.110737028,-4.0066,0
603768,合肥常青机械股份有限公司,42369,0.5585,4.218,2.0146,2.09899513,0.944376714,0.161885779,7.881,1.325708064,5.2725,0
603768,合肥常青机械股份有限公司,42735,0.467,8.9955,2.0553,2.308025076,0.973393741,0.211240784,11.6319,0.3674198,27.351,0
603768,合肥常青机械股份有限公司,43100,1.5308,8.2296,1.5074,2.657926673,0.767093571,0.171755091,7.7207,-0.060823365,62.9439,0
603768,合肥常青机械股份有限公司,43465,1.0689,4.3006,1.7234,2.684855467,0.641005238,0.078865313,4.9407,-0.199811727,17.0515,0
603788,宁波高发汽车控制系统股份有限公司,41274,1.6741,28.0727,1.5362,5.295575509,0.95989327,0.600461693,19.5511,1.051317221,24.0252,0
603788,宁波高发汽车控制系统股份有限公司,41639,1.4254,40.4595,1.6626,4.191137263,0.994378471,0.733808333,19.0085,0.836323314,35.9892,0
603788,宁波高发汽车控制系统股份有限公司,42004,1.5963,38.459,1.6446,5.265350532,1.041843775,0.856408445,19.0019,0.540439632,23.4476,0
603809,成都豪能科技股份有限公司,41639,1.6642,23.2196,1.3805,2.362540391,0.76554857,0.545891064,24.796,0.740944315,9.2761,0
603809,成都豪能科技股份有限公司,42004,2.6646,35.8023,1.3802,2.868421837,0.769728739,0.541257986,26.2532,0.76174671,25.9964,0
603809,成都豪能科技股份有限公司,42369,1.738,180.9861,1.4798,2.230561054,0.588391846,0.281714026,21.8128,0.992755759,28.1934,0
603809,成都豪能科技股份有限公司,42735,1.7607,77.8527,1.484,1.175674535,0.506585553,0.243309282,20.5537,1.004019435,24.3993,0
603809,成都豪能科技股份有限公司,43100,2.5983,42.8537,1.4272,1.255882618,0.377333847,0.223029176,20.9495,1.324251674,75.6376,0
603922,苏州金鸿顺汽车部件股份有限公司,41639,0.8718,9.2295,2.1451,5.111255115,1.037353046,0.541884155,13.8256,1.053039805,2.9502,0
603922,苏州金鸿顺汽车部件股份有限公司,42004,0.7129,9.5627,2.3922,4.12654241,1.011412942,0.485902093,13.864,1.1980212,-8.4653,0
603922,苏州金鸿顺汽车部件股份有限公司,42369,0.652,5.2905,2.3287,4.06005369,0.915688711,0.316447583,10.1909,2.171244355,-0.3253,0
603922,苏州金鸿顺汽车部件股份有限公司,42735,0.7052,6.9929,2.1732,3.530058987,0.817834432,0.309212272,12.646,1.011908705,18.1028,0
603922,苏州金鸿顺汽车部件股份有限公司,43100,1.3788,6.3181,1.5405,3.972028991,0.607579118,0.265498903,9.783,-0.007469253,55.7261,0
603922,苏州金鸿顺汽车部件股份有限公司,43465,1.5879,5.7499,1.4418,4.377638853,0.65195928,0.156095852,5.7816,0.885205806,-4.3671,0
603926,浙江铁流离合器股份有限公司,41639,1.1653,19.2024,1.69,7.758463461,1.483700758,0.812592237,16.4644,1.414605923,11.1877,0
603926,浙江铁流离合器股份有限公司,42004,1.0833,47.8514,1.5319,6.070048581,1.383932023,0.633669315,17.0719,1.284159043,-4.3819,0
603926,浙江铁流离合器股份有限公司,42369,1.1848,81.0802,1.4848,5.129604611,1.105732923,0.380983977,15.7658,1.744856523,15.4099,0
603926,浙江铁流离合器股份有限公司,42735,1.1703,120.571,1.5088,6.274837511,0.952341515,0.402283436,17.848,0.802700846,23.8181,0
603982,南京泉峰汽车精密技术股份有限公司,42369,0.8502,5.1143,1.856,2.8321964,1.083419446,0.232986356,6.9786,1.744790033,10.0611,0
603982,南京泉峰汽车精密技术股份有限公司,42735,0.9151,7.6776,1.5544,2.066027626,0.84137645,0.157849436,9.0024,1.607657557,52.2512,0
603982,南京泉峰汽车精密技术股份有限公司,43100,1.1575,8.6805,1.6338,1.719135473,0.676863293,0.121656135,8.8798,0.28485666,64.1018,0
603982,南京泉峰汽车精密技术股份有限公司,43465,0.872,4.0601,2.0447,1.404310881,0.634673097,0.120643982,8.0475,0.206833407,38.8854,0
603997,宁波继峰汽车零部件股份有限公司,42004,1.4087,89.5478,1.3624,2.676006247,0.952173788,0.501188434,22.8939,0.735739008,28.5567,0
603997,宁波继峰汽车零部件股份有限公司,42369,3.6883,1061.4636,1.1654,2.442404343,0.672905632,0.383784683,18.3817,0.868728471,45.6932,0
